-1,https://github.com/spring-projects/spring-webflow,65ced6b3aaa5da44904a1fec33d2333cb4c417bb,SWF-573,neg
-1,https://github.com/spring-projects/spring-webflow,96fe6595bac0e86c33baa067955811734605fe30,polish,neg
-1,https://github.com/spring-projects/spring-webflow,db4943060c9cb89d49921fc94a095873deca8033,javadoc,neg
-1,https://github.com/spring-projects/spring-webflow,9c1d461bd45ff8dfb7b8820ca83fa0dda60c8dd1,SWF-1016 - Richfaces rich:fileUpload transfer error,neg
-1,https://github.com/spring-projects/spring-webflow,602ecb7b37946f4f8559a990c28da4faae1dc8da,doc polish,neg
-1,https://github.com/spring-projects/spring-webflow,a9638eb643200dfedca4335a0e4d04ebea39dbee,polish,neg
-1,https://github.com/spring-projects/spring-webflow,359e6c1d46b7581634afdd4bab5626be2e8836f2,Switched to 2007 in copyright notices.,neg
-1,https://github.com/spring-projects/spring-webflow,f8d79915b03d9b7c2b6ce1b502908a81d42c226d,variable autowiring,neg
-1,https://github.com/spring-projects/spring-webflow,5de788d3960e8b9a91eba1a2ff4dcb8ea4634585,SWF-1053 Apply fix to ensure cascaded attributes are inherited,neg
-1,https://github.com/spring-projects/spring-webflow,73eaeeded366c79e81fc3cdb860e394e45409a20,Added FlowIdMappingArgumentHandlerWrapper (SWF-204).,neg
-1,https://github.com/spring-projects/spring-webflow,ec2c4ba105ccb9a80c0dc04d3cff994918a1bc7e,"remove scope attribtue for var, always use conversation scope",neg
-1,https://github.com/spring-projects/spring-webflow,16002d174cdd3f6b4fc5b791e17cfdbe04771327,swf-1057,neg
-1,https://github.com/spring-projects/spring-webflow,1928c335cd89ba4525b3108dd3f48662c44a2a27,"http://jira.springframework.org/browse/SWF-827 Add support for converting Java 5 Enums automatically
needed to bump source target to 1.5 in order to compile the enum",neg
-1,https://github.com/spring-projects/spring-webflow,0f0a870c1efa6a11a1fd6efb18ebdda6fba1d327,And the tests,neg
-1,https://github.com/spring-projects/spring-webflow,012180eec4920ca5a680b36024434f84f76b1238,added hibernate session disconnect call,neg
-1,https://github.com/spring-projects/spring-webflow,36562263dd7f6f65bedb58af82b19ad36b2e8d12,createResourceLoader hook,neg
-1,https://github.com/spring-projects/spring-webflow,a413dabe3c94708cee94bbe94c55edb4ceb2c0b6,http://jira.springframework.org/browse/SWF-653,neg
-1,https://github.com/spring-projects/spring-webflow,cef9b940855567aa19afb0f573158998ae0e5396,Sample polishing.,neg
